pos;F;61_Ano_Leg-B_NA_NA_NA_Jugement;05_y_Leg-_A_Ap__tr_Vie;02_Ano_Leg-A_Ap_NA_Pas_Paul;54_Ano_Leg-C_Vi_NA_Vie_Pelagie;60_Ano_Leg-B_NA_NA_NA_Antechriste;14_Ano_Leg-B_Ma_Ho_Vie_Vincent;42_Ano_Leg-B_Vi_NA_Ass_NotreDame;29_Wau_Leg-C_Co_Ev_Vie_Martin;58_Ano_Leg-C_Vi_NA_Vie_MarieEgyptienne;52_Ano_Leg-C_Co_NA_Vie_Fursi;04_Ano_Leg-A_Ap_NA_Vie_Jean_Ev;01_Ano_Leg-A_Ap_NA_Vie_Pierre2;11_Ano_Leg-A_Ap_NA_Vie_Marc;38_Wau_Leg-C_Co_Ev_Vie_Jerome;00_Ano_Leg-A_Ap_Ev_Dis_Pierre1;49_Ano_Leg-C_NA_NA_Vie_Maur;41_Ano_Leg-C_Vi_NA_Vie_Irene;30_Wau_Leg-C_Co_Ev_Tra_Martin2;08_Ano_Leg-A_Ap_NA_Vie_Philippe;63_Ric_Leg-N_NA_NA_NA_Bestiaire;56_Ano_Leg-C_Co_NA_Vie_Mamertin;21_Ano_Leg-B_Ma_Fe_Vie_Christine;35_Wau_Leg-C_Co_Ev_Vie_Nicolas;07_Ano_Leg-A_Ap_NA_Vie_SimonJude;53_Ano_Leg-C_Vi_NA_Vie_Marguerite;33_Wau_Leg-C_Co_Er_Vie_Gilles;03_Ano_Leg-A_Ap_NA_Mar_Jean;13_Ano_Leg-B_Ma_Ho_Vie_Sebastien;31_Wau_Leg-C_Co_Ev_Dia_Martin3;27_Ano_Leg-B_Ma_Ho_Vie_Pantaleon;34_Wau_Leg-C_Co_Ev_Vie_Martial;23_Ano_Leg-B_Ma_Ho_Vie_Sixte;44_Ano_Leg-C_Ap_NA_Vie_Andre;10_Ano_Leg-A_Ap_NA_Vie_Barthelemy;22_Ano_Leg-B_Ma_Fe_Vie_Cecile;26_Ano_Leg-B_Ma_Ev_Vie_Lambert;09_Ano_Leg-A_Ap_NA_Vie_JacquesMineur;47_Ano_Leg-C_Co_er_Vie_PaulErmite;17_Ano_Leg-B_Ma_Fe_Vie_Agathe;37_Wau_Leg-C_Co_Ev_Tra_Nicolas3;15_Ano_Leg-B_Ma_Ho_Vie_Georges;18_Ano_Leg-B_Ma_Fe_Vie_Luce;48_Ano_Leg-C_Co_ev_Tra_Benoit2;45_Ano_Leg-C_Ap_NA_Pas_Andre2;28_Ano_Leg-B_Ma_Ho_Vie_Clement;64_Ano_Leg-N_NA_NA_NA_Bestiaire2;20_Ano_Leg-B_Ma_Fe_Vie_Felicite;59_Ano_Leg-C_Vi_NA_Vie_Euphrasie;19_Ano_Leg-B_Ma_Fe_Vie_Agnes;46_Ano_Leg-B_Co_NA_Pur_Patrice;55_Ano_Leg-C_Co_NA_Vie_Simeon;06_Ano_Leg-A_Ap_NA_Vie_Matthieu;32_Wau_Leg-C_Co_Ev_Vie_Brice;16_Ano_Leg-B_Ma_Ho_Vie_Christophe;40_Wau_Leg-C_Co_Er_Vie_Alexis;51_Ano_Leg-C_Ma_ho_Vie_Eustache;24_Ano_Leg-B_Ma_Ho_Vie_Laurent;57_Ano_Leg-C_Vi_NA_Vie_Julien;12_Ano_Leg-A_Ma_Ho_Vie_Longin;43_Ano_Leg-C_Vi_NA_Vie_Catherine;50_Ano_Leg-C_NA_NA_Vie_Placide;25_Ano_Leg-B_Ma_Ho_Vie_Hippolyte;39_Wau_Leg-C_Co_Ev_Vie_Benoit;62_Ano_Leg-N_NA_NA_NA_Index;36_Wau_Leg-C_Co_Ev_Mir_Nicolas2
DETndf NOMcom CONcoo;91;0;4;2;1;0;1;1;4;2;2;0;1;0;0;3;3;1;0;0;2;0;4;0;1;1;0;0;0;4;1;2;1;0;1;0;1;0;2;0;0;1;1;4;5;3;3;0;0;2;3;3;2;0;1;0;4;3;0;1;0;3;0;6;0;1
CONcoo DETind DETdef;141;0;3;0;0;0;2;1;2;4;2;5;2;2;0;2;4;3;1;1;2;3;2;0;2;0;1;1;2;4;3;14;0;1;5;3;6;0;2;1;4;5;2;3;3;1;1;0;1;4;3;1;5;1;4;1;0;0;4;2;1;4;0;2;0;3
PRE ADVgen PROadv;9;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NOMcom CONcoo PROind;44;0;2;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;2;1;1;2;0;0;0;2;0;0;0;0;3;1;0;0;0;0;3;0;1;2;1;1;1;0;1;1;0;0;2;0;2;1;0;4;0;3
CONcoo PROind PRE;21;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1
NOMcom NOMpro NOMpro;321;0;5;3;2;0;1;10;6;9;0;4;3;5;0;4;3;10;0;4;0;1;18;1;8;6;3;0;2;1;14;14;7;2;3;4;6;3;5;6;4;6;7;0;25;1;0;4;3;9;7;3;8;0;11;1;2;15;8;8;11;2;6;2;1;4
NOMpro NOMpro PONfrt;193;0;3;2;2;0;0;3;4;5;0;2;1;1;0;0;2;7;0;1;0;2;7;1;4;5;0;0;4;2;15;2;3;4;1;3;4;1;3;6;1;2;6;1;10;3;0;2;8;6;4;1;5;0;8;0;0;9;6;7;7;1;3;0;1;2
NOMpro PONfrt DETpos;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfbl CONsub DETind;16;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
CONsub DETind DETdef;66;0;4;0;0;0;0;0;3;0;0;2;1;0;0;2;2;0;0;0;1;2;2;1;0;1;1;0;1;2;4;7;1;0;1;1;0;0;2;0;1;1;0;0;3;0;3;0;3;2;4;0;3;0;0;0;0;0;0;1;2;0;0;1;0;1
VERinf PRE PONfrt;15;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
PRE PONfrt PROadv;34;0;11;1;0;0;1;0;0;0;0;0;2;0;0;4;0;0;0;1;0;0;0;0;2;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
PONfrt PROadv PONfrt;142;0;34;2;0;0;5;0;8;0;0;4;6;2;0;8;0;1;0;2;9;1;2;0;9;0;0;1;7;2;4;0;1;0;6;3;1;0;0;0;2;4;0;0;1;1;1;0;0;0;1;1;6;0;2;0;0;1;0;0;1;0;0;2;0;1
PONfbl VERcjg PROper;91;0;4;6;0;0;2;1;1;0;0;2;1;0;0;6;1;0;0;0;1;1;5;1;0;0;1;0;0;4;3;2;2;2;1;1;2;0;1;1;1;3;1;0;3;0;4;0;0;3;1;1;3;0;3;0;0;1;0;2;2;0;1;5;0;5
PROper PROrel PROper;35;0;2;1;0;0;0;0;0;3;0;2;2;0;0;4;0;0;0;0;0;2;2;1;0;0;0;0;0;0;2;0;1;0;1;0;0;1;1;0;1;0;0;0;0;0;2;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;2;0;1
PONfrt CONsub PRE.DETdef;5;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
CONsub PRE.DETdef NOMcom;31;0;2;0;1;0;0;0;3;0;0;0;3;1;0;0;2;0;0;0;3;0;0;1;0;0;0;0;1;3;0;1;0;1;0;0;1;0;2;0;2;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0
ADVneg PROper PRE;9;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PRE NOMcom ADVneg;54;0;3;1;2;0;1;0;0;0;0;0;1;0;0;2;0;2;0;0;2;0;0;1;1;0;0;0;1;8;0;3;0;0;0;1;0;0;0;1;0;0;0;1;3;0;3;0;1;0;0;0;2;0;4;0;0;1;0;1;4;0;0;2;0;2
NOMcom ADVneg PONfrt;28;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;4;0;1;0;1;1;1;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;3;0;0;0;0;0;0;3;0;1;0;0;0;1;0;0
ADVneg PONfrt VERppe;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
PONfrt VERppe CONcoo;9;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
CONcoo PROper ADVgen;39;0;4;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;0;0;1;0;2;0;1;0;1;0;0;4;0;3;1;0;2;1;1;0;1;0;2;0;0;0;2;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;3;0;1
PONfbl PROadv PROadv;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
PROadv PROadv VERcjg;27;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;2;0;2;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;1;4;0;1
PRE PROdem ADVneg;61;0;4;1;0;0;1;0;5;0;1;0;1;0;1;0;0;1;0;0;3;0;0;1;1;0;2;0;3;4;0;1;0;1;2;0;1;0;1;0;0;1;0;0;3;1;0;1;0;2;1;0;1;1;1;0;0;0;0;2;2;0;0;5;0;5
NOMcom PRE PONfbl;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRE PONfbl NOMcom;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
PONfbl NOMcom VERppe;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
CONcoo VERcjg ADVgen;414;0;21;3;4;0;8;2;10;21;11;1;6;3;4;4;18;7;1;1;9;5;5;0;4;4;7;0;2;18;8;18;1;0;3;5;5;1;3;1;15;3;1;14;8;3;12;0;9;6;12;9;7;3;6;16;4;1;9;4;16;7;1;13;0;11
ADVgen PRE DETpos;220;0;18;5;1;0;3;3;10;0;4;0;4;0;2;1;4;0;0;0;6;0;5;3;5;1;4;0;2;7;2;14;0;1;3;4;6;0;5;1;3;2;4;3;12;1;6;0;1;1;2;2;6;1;7;3;1;2;1;3;5;1;1;18;0;10
CONsub DETdef PROind;47;0;4;1;0;0;0;0;3;2;0;0;1;1;0;0;1;1;0;0;3;0;1;0;0;0;1;0;2;4;0;1;1;0;0;0;0;2;2;0;2;1;0;1;1;0;2;1;0;0;3;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0
DETdef PROind PRE.DETdef;19;0;2;0;0;0;0;0;1;1;3;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
PROind PRE.DETdef NOMcom;77;0;5;1;0;0;0;0;2;3;4;1;3;0;2;0;1;2;1;0;5;4;1;0;1;2;2;0;0;6;2;1;0;1;1;0;4;2;0;0;2;0;0;3;0;0;2;0;3;0;2;1;1;0;0;0;0;0;0;0;1;1;1;2;0;1
VERcjg PONfbl VERcjg;87;0;4;1;0;0;2;2;3;2;0;1;1;0;0;1;1;0;0;0;1;0;1;2;4;0;0;0;1;8;1;3;0;0;1;2;1;0;1;1;2;2;2;0;3;0;3;1;0;1;1;1;1;0;1;2;0;2;1;1;5;1;0;9;0;3
PONfbl VERcjg DETdef;45;0;5;0;0;0;1;0;1;1;0;1;1;1;0;2;1;0;0;0;1;0;4;0;2;0;0;0;0;2;1;4;0;0;0;1;3;0;1;2;0;0;0;0;0;0;1;0;0;1;0;0;3;0;0;1;0;0;0;0;1;0;0;2;0;1
PROrel ADJqua DETdef;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg PONfrt DETdem;34;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;1;1;0;2;0;0;0;1;0;2;1;3;0;0;2;0;0;0;0;1;1;1;3;0;2
PONfrt DETdem ADJqua;11;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1
DETdem ADJqua VERcjg;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
ADJqua VERcjg VERppe;68;0;2;1;0;0;1;1;3;1;0;1;1;0;0;3;1;0;1;0;1;0;2;1;1;0;1;0;0;3;4;2;1;2;1;3;0;0;0;0;1;2;0;4;2;1;0;0;1;0;1;0;4;0;1;0;1;0;2;1;0;0;0;6;0;3
PONfrt NOMcom CONsub;74;0;7;0;0;0;0;2;2;0;0;1;2;0;0;6;0;0;0;0;3;0;1;0;0;0;1;0;2;5;2;4;0;0;3;3;1;1;1;0;0;1;1;1;4;0;2;0;0;1;1;0;3;0;2;0;0;1;1;0;2;0;1;1;0;5
ADVgen PROrel OUT;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROrel OUT PONfbl;44;0;3;1;0;0;1;0;3;2;1;1;2;1;0;0;1;0;0;2;0;0;2;0;0;0;3;0;0;1;1;2;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;1;0;1;0;1;1;0;1;1;0;4
PRE VERinf PONfbl;121;0;5;0;0;0;0;0;9;3;0;2;2;0;1;2;2;0;0;0;5;0;4;2;3;1;1;0;1;13;1;9;0;2;0;0;2;1;2;1;4;2;1;2;4;1;5;1;2;1;1;1;0;0;2;1;1;1;1;0;6;1;0;2;0;7
VERinf PONfbl DETdef;23;0;1;0;0;0;0;0;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3;1;1;0;0;2;1;1;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
DETndf NOMcom NOMcom;48;0;4;1;0;0;1;1;3;4;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;3;0;0;3;0;2;0;0;0;1;1;1;0;0;1;0;0;0;5;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;2;2;0;5;0;0
NOMcom NOMcom VERppe;25;0;2;0;0;0;0;1;3;2;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;1;0;0
NOMcom VERppe PROrel;38;0;2;1;0;0;0;2;3;0;0;2;0;0;0;1;2;0;0;0;0;0;1;0;0;0;2;0;0;5;0;2;0;1;2;0;1;0;0;0;1;0;0;1;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;2;0;1;1;0;0
VERppe PROrel VERcjg;59;0;3;3;0;0;1;2;2;0;0;5;1;1;0;1;4;0;0;1;1;1;2;0;1;1;0;0;4;1;0;4;1;1;2;0;1;0;0;0;0;0;0;4;2;0;1;0;1;0;0;0;1;1;0;0;0;1;0;1;2;0;0;1;0;0
PROrel VERcjg CONcoo;111;0;10;2;0;0;1;0;3;0;1;2;3;0;1;1;1;1;1;1;1;1;3;0;4;0;1;1;2;3;3;8;0;1;2;2;0;1;0;4;4;0;1;2;3;2;2;2;0;1;1;0;1;1;7;1;0;2;2;1;2;1;1;2;0;7
ADJqua PROper PRE.DETdef;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PROper PRE.DETdef ADJqua;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VERcjg NOMcom DETind;17;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
NOMcom DETind DETpos;9;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
VERcjg PONfrt PRE.DETdef;25;0;1;1;0;0;0;0;1;0;0;0;0;2;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;1;2;0;0;3;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0
PRE.DETdef NOMcom DETpos;112;0;6;2;0;0;0;1;4;0;0;3;3;0;1;1;2;3;0;1;0;1;6;0;4;0;0;0;0;0;2;12;1;2;2;0;3;1;2;0;10;2;0;3;8;0;0;0;2;1;1;0;4;0;3;2;0;4;1;0;1;1;0;2;0;4
DETpos NOMcom OUT;61;0;1;0;1;0;2;5;3;0;1;1;1;1;0;0;2;0;0;1;0;0;4;0;0;0;0;0;1;1;0;6;1;0;1;0;2;1;0;1;0;3;0;0;6;0;0;0;0;2;1;0;1;1;3;1;0;2;1;0;1;1;0;0;0;1
NOMcom OUT NOMpro;53;0;2;0;1;0;1;5;3;0;0;1;0;0;0;0;0;1;0;0;0;1;4;0;0;0;0;0;2;0;1;6;0;1;0;0;1;0;0;2;0;1;0;1;5;0;0;0;0;0;0;0;2;1;2;0;0;0;3;0;4;1;0;0;0;1
OUT NOMpro PROrel;22;0;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;1;4;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0
NOMpro PROrel VERcjg;81;0;4;0;1;0;1;1;3;2;0;2;1;0;0;1;3;1;0;0;1;1;6;1;2;2;0;0;2;1;2;2;1;2;1;0;0;2;0;2;2;1;0;0;2;0;1;0;1;1;0;1;2;1;1;0;0;2;7;0;1;6;1;0;0;3
VERppe PRE PROrel;16;0;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1
PRE PROrel NOMcom;62;0;6;0;0;0;0;0;6;0;0;3;1;1;0;0;0;0;0;0;3;2;1;1;2;0;2;0;1;1;2;0;1;0;1;0;1;1;0;0;0;4;1;0;4;0;9;0;0;1;0;0;0;0;0;1;0;0;0;0;3;0;1;0;0;2
PROrel NOMcom CONcoo;30;0;5;1;0;0;0;0;2;0;1;0;3;1;0;0;0;0;0;0;0;1;1;3;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;2;1;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
CONcoo PRE PROrel;33;0;2;3;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;2;0;1;2;2;0;2;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0;2;0;0;0;0;0;1;0;2;0;0;1;0;1;0;0;2;0;0;0;0;0
NOMcom VERinf PROper;13;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
VERinf PROper PONfbl;5;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PROadv VERcjg VERinf;119;0;6;1;0;0;0;1;7;1;0;1;1;0;1;0;3;1;2;0;6;1;0;1;4;0;4;0;1;15;1;8;0;0;1;2;0;0;2;0;6;0;1;2;2;1;7;0;0;1;5;3;3;1;1;0;0;0;1;0;3;4;0;4;0;3
VERinf PONfbl PROper;72;0;2;0;0;0;1;0;4;0;0;2;1;0;0;5;5;1;0;0;2;0;4;2;2;0;0;0;1;8;1;1;0;0;1;1;0;0;1;1;2;2;1;0;1;1;3;1;0;1;2;0;0;0;1;0;1;1;0;1;0;0;1;4;0;3
VERcjg PROper CONsub;125;0;4;1;1;0;2;4;3;4;0;1;1;0;0;3;2;0;1;0;2;3;1;0;2;2;1;0;0;10;4;4;0;3;0;5;2;1;0;6;5;1;2;0;5;0;3;1;1;2;3;1;2;0;8;0;1;0;0;2;4;0;1;5;0;5
PROper CONsub PROper;115;0;5;0;1;0;1;7;1;7;0;3;0;0;0;3;1;0;1;0;5;2;1;0;2;3;0;1;0;2;1;6;0;3;1;5;1;1;0;2;3;1;3;0;4;0;6;0;1;2;3;2;3;0;6;1;0;1;4;0;1;0;1;1;0;6
VERcjg PROdem ADVgen;54;0;3;2;0;0;2;0;1;0;0;1;0;0;0;3;1;2;1;0;1;0;3;0;3;0;1;0;0;1;2;2;1;0;0;0;0;0;0;2;1;2;1;0;5;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;1;3;0;3
PROdem ADVgen ADJqua;9;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
PRE VERinf DETind;26;0;3;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;6;0;0;0;0;2;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
VERinf DETind NOMcom;67;0;5;0;0;0;0;2;0;2;1;0;1;0;1;2;1;0;0;0;2;0;1;1;0;0;4;0;0;6;2;6;0;0;2;0;1;0;1;2;0;1;0;0;4;0;2;0;0;0;0;2;1;1;3;1;0;0;0;1;4;0;1;2;0;1
NOMcom NOMpro NOMcom;34;0;2;1;0;0;0;0;0;0;0;2;0;1;0;3;1;0;0;0;0;0;3;0;0;2;0;0;0;0;2;3;0;0;1;0;1;1;1;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;1;0;0
PROdem VERcjg DETdef;189;0;8;0;0;0;1;1;20;1;4;2;4;2;1;5;2;0;1;0;3;1;5;0;7;2;1;0;1;9;6;15;2;1;2;2;2;2;0;0;7;1;2;1;7;0;0;1;2;2;5;3;2;1;5;4;1;2;0;1;10;1;1;8;0;9
VERcjg VERppe PRE.DETdef;185;0;10;5;0;0;1;3;10;1;4;3;5;1;0;5;5;3;0;0;5;0;2;1;2;1;3;0;2;13;3;10;2;2;2;5;2;0;0;1;2;1;1;1;11;0;6;1;2;3;6;1;2;0;3;2;2;2;4;1;5;3;1;5;0;8
NOMcom CONcoo PROrel;63;0;5;1;0;0;2;1;0;1;0;1;3;0;0;3;2;2;0;0;0;1;3;0;0;1;2;0;1;1;2;2;0;2;1;3;1;0;1;2;0;0;0;0;2;0;0;0;0;1;1;1;5;0;1;1;1;0;1;0;1;1;1;1;0;1
VERinf PONfrt ADJqua;62;0;5;0;0;0;0;0;4;0;0;1;0;0;0;1;0;1;0;1;2;0;4;0;0;0;0;0;1;4;1;3;2;2;1;0;0;2;0;2;3;3;2;0;1;0;1;0;0;0;2;1;0;0;2;2;1;2;1;0;1;1;1;1;0;0
VERcjg VERinf PRE.DETdef;89;0;7;2;0;0;1;1;4;0;1;1;2;0;0;2;1;0;0;0;2;0;0;1;5;0;0;0;3;7;1;9;2;2;3;1;0;0;1;1;3;0;2;0;5;0;3;0;0;0;0;2;3;0;0;1;0;0;0;1;1;1;0;4;0;3
VERinf PRE.DETdef ADJqua;30;0;4;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;1;0;1;2;1;3;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;2
NOMcom PROrel PROdem;38;0;2;0;0;0;1;0;5;0;1;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;0;1;0;1;1;0;0;1;0;0;0;3;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;0;1;1;0;1
